,ZETA,U Bar of 0.1,A of 0.1,B of 0.1,U Bar of 0.2,A of 0.2,B of 0.2,U Bar of 0.5,A of 0.5,B of 0.5,U Bar of 0.7,A of 0.7,B of 0.7,U Bar of 0.74,A of 0.74,B of 0.74,U Bar of 0.742,A of 0.742,B of 0.742
442,17.644710578842314,0.0022343754406971774,-0.0028412875257157384,0.0028420243904430484,0.0017007808700579392,-0.005701265229137861,0.005702149188300339,0.0005115760695695591,-0.014433352092443971,0.014434074560045947,7.8005851975911e-05,-0.020572690058458472,0.02057366113126596,2.0340574405074095e-05,-0.022039727725632924,0.022040700077170582,1.5412315638161747e-05,-0.02216247905907036,0.022163469183456113
443,17.684630738522955,0.0021815553809161965,-0.002834853891452999,0.0028355913126963334,0.0016598192957622928,-0.005688320045232613,0.005689204655247767,0.0004982626073668557,-0.014400295764283743,0.014401018382689356,7.573750235283882e-05,-0.020525281919250852,0.020526252997018542,1.970360799845219e-05,-0.0219888641531633,0.02198983650505706,1.4922452547089453e-05,-0.02211132585987628,0.02211231598446689
444,17.724550898203592,0.002129526128225763,-0.0028284493185621457,0.002829187269187345,0.0016195053566942052,-0.005675433504509484,0.005676318733276623,0.0004852056795225038,-0.014367390508774459,0.014368113270096234,7.352394135308264e-05,-0.02047809179450398,0.020479062876944756,1.908409349452721e-05,-0.021938234834634012,0.02193920718686171,1.444633035292523e-05,-0.022060408277933246,0.02206139840271577
445,17.764471057884233,0.002078269681990428,-0.0028220736106270364,0.0028228120646138404,0.0015798239705915613,-0.0056626052094322955,0.0056634910262075115,0.0004723987438179995,-0.014334635292580408,0.01433535818930477,7.136359070417915e-05,-0.02043111818359423,0.020432089270436774,1.848148736741501e-05,-0.021887838155208516,0.021888810507749316,1.3983514447469428e-05,-0.022009724688801382,0.022010714813763668
446,17.80439121756487,0.0020277682770265615,-0.0028157265729956984,0.0028164655053946747,0.0015407602681567596,-0.005649834766047711,0.005650721141389415,0.00045983537698948267,-0.01430202909176853,0.014302752116738563,6.92549092848363e-05,-0.020384359599640335,0.02038533069062826,1.789526075220398e-05,-0.02183767251486115,0.02183864486769548,1.3533582234591371e-05,-0.02195927348294168,0.021960263608072326
447,17.84431137724551,0.0019780043783722357,-0.002809408012760631,0.0028101473996518128,0.0015022995882190639,-0.0056371217839450444,0.005638008689661737,0.0004475092717300282,-0.014269570891701723,0.014270294038100744,6.719639206294403e-05,-0.020337814569346403,0.020338785664237444,1.73248989764542e-05,-0.0217877363282077,0.02178870868131716,1.3096122753104083e-05,-0.021909053065545518,0.021910043190833818
448,17.884231536926148,0.001928960676102194,-0.0028031177387393704,0.0028038575571925385,0.0014644274729231736,-0.005624465876216609,0.0056253532853167984,0.00043541423376025385,-0.014237259686933618,0.014237982948269499,6.518656905579673e-05,-0.020291481632847105,0.02029245273141235,1.6769901129874972e-05,-0.021738028024338277,0.02173900037770558,1.2670736314867069e-05,-0.02185906185636649,0.0218600519818024
449,17.924151696606785,0.001880620080177878,-0.0027968555614553098,0.0027975957894918572,0.0014271296630022049,-0.005611866659418589,0.00561275454606277,0.000423544178965398,-0.014205094481104751,0.014205817851194987,6.322400432161149e-05,-0.020245359343554946,0.020246330445578116,1.6229779631632012e-05,-0.021688546046652487,0.02168951840026139,1.2257034137980515e-05,-0.02180929828955457,0.02181028841512866
450,17.964071856287426,0.001832965715340411,-0.002790621293118774,0.002791361909675094,0.0013903920930572926,-0.005599323753532433,0.005600212092987051,0.00041189313053705933,-0.014173074286840158,0.014173797759797636,6.130729497357728e-05,-0.02019944626800965,0.020200417373286404,1.570405980950404e-05,-0.02163928885269684,0.021640261206532084,1.1854638003504601e-05,-0.021759760813492488,0.02176075093919591
451,18.003992015968063,0.0017859809160605104,-0.002784414747608343,0.00278515573250068,0.0013542008869127057,-0.0055868367819267625,0.005587725550520082,0.00040045521617506003,-0.01414119812564835,0.014141921695867777,5.943507020518887e-05,-0.020153740985729553,0.02015471209406685,1.5192279491872896e-05,-0.021590254914004372,0.02159122726805162,1.146317991088973e-05,-0.021710447890634386,0.021711438016458837
452,18.043912175648703,0.0017396492215109043,-0.00277823574045242,0.0027789770743431343,0.0013185423530181898,-0.005574405371319782,0.0055752945463995816,0.00038922466534702484,-0.014109465027821634,0.014110188689966609,5.760599034194751e-05,-0.020108242089065045,0.020109213200280522,1.4693988613483301e-05,-0.021541442715936453,0.021542415070182234,1.1082301760282335e-05,-0.021661357997346628,0.02166234812328431
453,18.08383233532934,0.0016939543705836871,-0.0027720840888110425,0.002772825753176229,0.0012834029798734165,-0.005562029151742189,0.005562918711635215,0.0003781958065724694,-0.01407787403233779,0.01407859778132848,5.581874592261086e-05,-0.020062948183053972,0.020063919296975364,1.4208748827745236e-05,-0.021492850757526733,0.02149382311195839,1.0711655018839862e-05,-0.02161248962375078,0.021613479749794377
454,18.12375249500998,0.0016488802969657369,-0.0027659596114579317,0.002766701588556345,0.0012487694315253001,-0.005549707756500567,0.005550597680473681,0.0003673630647549071,-0.01404642418676305,0.014047148017764447,5.4072056783534024e-05,-0.02001785788527899,0.020018829001743597,1.3736133120833523e-05,-0.021444477551327185,0.021445449905932827,1.035090040890692e-05,-0.0215638412735687,0.021564831399711354
455,18.163672654690618,0.001604411124209208,-0.0027598621287627753,0.0027606044016060148,0.0012146285430627906,-0.005537440822141272,0.0055383310903642105,0.00035672095856047734,-0.014015114547156385,0.01401583845556712,5.236467117575998e-05,-0.019972969825726855,0.01997394094458101,1.3275725451043422e-05,-0.021396321623256245,0.021397293978024704,9.999707610469042e-06,-0.02151541146396975,0.021516401590205014
456,18.20359281437126,0.0015605311608762789,-0.002753791462673742,0.0027545340149976445,0.0011809673161906713,-0.00552522798841478,0.005526118581924485,0.00034626409781411384,-0.013983944177975063,0.013984668159416742,5.0695364898960476e-05,-0.01992828264664959,0.019929253767748175,1.2827120396396906e-05,-0.02134838151244898,0.021349353867369764,9.657754961214535e-06,-0.021467198725420016,0.02146818885174185
457,18.243512974051896,0.001517224895720692,-0.0027477474367002246,0.0027484902529374224,0.0011477729148509856,-0.005513068898240512,0.005513959798906955,0.00033598718095677294,-0.013952912151981462,0.013953636202288516,4.906294045266412e-05,-0.019883795002427512,0.019884766125633495,1.2389922797965064e-05,-0.02130065577110926,0.021301628126172523,9.324729164697564e-06,-0.021419201601533593,0.021420191727936327
458,18.283433133732537,0.0014744769928628722,-0.0027417298758958056,0.0027424729411494072,0.0011150326608353274,-0.005500963197672113,0.005501854388165562,0.0003258849925284178,-0.013922017550151123,0.013922741665361135,4.7466226196062975e-05,-0.019839505559434097,0.019840476684618098,1.1963747409692193e-05,-0.021253142964363956,0.021254115319560438,9.000325015051488e-06,-0.02137141864892584,0.02137240877540416
459,18.323353293413174,0.0014322722870417199,-0.0027357386068414444,0.002736481906859796,0.001082734029480591,-0.005488910535863191,0.005489801999622859,0.000315952400692518,-0.013891259461582027,0.013891983637926519,4.590407554523248e-05,-0.019795412995902643,0.01979638412294252,1.1548218576013289e-05,-0.021205841670119005,0.021206814025440016,8.68424511609702e-06,-0.021323848437068606,0.02132483856361752
