 Math terms in metric/KG solver

Max zeta: 25
Zeta intervals: 500
Epsilon convergence tolerance: 1e-06
zeta_s = 0.7
Write date: 2024-07-08

C1          C2          C3          DF          da_t1        da_t2       da_t3       da_t4

0.0000e+00   -1.0259e+00   5.1479e+02   0.0000e+00   nan   -0.0000e+00   0.0000e+00   0.0000e+00
-1.7576e-02   -1.0259e+00   5.1470e+02   -2.5733e+02   2.1427e-03   -1.8871e-03   2.4650e-07   2.3985e-03
-1.7464e-02   -1.0253e+00   5.1463e+02   -2.5728e+02   3.2114e-03   -3.7685e-03   1.1065e-06   4.7885e-03
-1.7276e-02   -1.0245e+00   5.1451e+02   -2.5721e+02   4.5138e-03   -5.6387e-03   3.2752e-06   7.1613e-03
-1.7015e-02   -1.0232e+00   5.1435e+02   -2.5712e+02   5.8692e-03   -7.4919e-03   7.3716e-06   9.5085e-03
-1.6683e-02   -1.0216e+00   5.1414e+02   -2.5701e+02   7.2394e-03   -9.3227e-03   1.3991e-05   1.1822e-02
-1.6280e-02   -1.0197e+00   5.1389e+02   -2.5687e+02   8.6104e-03   -1.1126e-02   2.3694e-05   1.4093e-02
-1.5809e-02   -1.0174e+00   5.1360e+02   -2.5672e+02   9.9749e-03   -1.2895e-02   3.6992e-05   1.6315e-02
-1.5273e-02   -1.0148e+00   5.1328e+02   -2.5655e+02   1.1328e-02   -1.4626e-02   5.4349e-05   1.8478e-02
-1.4674e-02   -1.0119e+00   5.1291e+02   -2.5636e+02   1.2667e-02   -1.6314e-02   7.6163e-05   2.0578e-02
-1.4016e-02   -1.0086e+00   5.1252e+02   -2.5615e+02   1.3987e-02   -1.7953e-02   1.0277e-04   2.2605e-02
-1.3302e-02   -1.0050e+00   5.1209e+02   -2.5593e+02   1.5287e-02   -1.9539e-02   1.3443e-04   2.4554e-02
-1.2536e-02   -1.0010e+00   5.1164e+02   -2.5570e+02   1.6565e-02   -2.1068e-02   1.7134e-04   2.6419e-02
-1.1723e-02   -9.9681e-01   5.1117e+02   -2.5546e+02   1.7817e-02   -2.2535e-02   2.1360e-04   2.8194e-02
-1.0866e-02   -9.9226e-01   5.1067e+02   -2.5521e+02   1.9041e-02   -2.3935e-02   2.6125e-04   2.9874e-02
-9.9706e-03   -9.8743e-01   5.1016e+02   -2.5495e+02   2.0236e-02   -2.5267e-02   3.1424e-04   3.1454e-02
-9.0414e-03   -9.8230e-01   5.0964e+02   -2.5469e+02   2.1400e-02   -2.6525e-02   3.7245e-04   3.2930e-02
-8.0833e-03   -9.7690e-01   5.0912e+02   -2.5443e+02   2.2530e-02   -2.7708e-02   4.3566e-04   3.4300e-02
-7.1015e-03   -9.7123e-01   5.0859e+02   -2.5416e+02   2.3625e-02   -2.8812e-02   5.0360e-04   3.5559e-02
-6.1012e-03   -9.6529e-01   5.0806e+02   -2.5390e+02   2.4683e-02   -2.9835e-02   5.7594e-04   3.6706e-02
-5.0878e-03   -9.5911e-01   5.0754e+02   -2.5365e+02   2.5702e-02   -3.0774e-02   6.5224e-04   3.7738e-02
-4.0664e-03   -9.5268e-01   5.0704e+02   -2.5339e+02   2.6681e-02   -3.1630e-02   7.3206e-04   3.8656e-02
-3.0424e-03   -9.4603e-01   5.0654e+02   -2.5315e+02   2.7619e-02   -3.2399e-02   8.1486e-04   3.9458e-02
-2.0210e-03   -9.3915e-01   5.0607e+02   -2.5292e+02   2.8513e-02   -3.3081e-02   9.0009e-04   4.0145e-02
-1.0073e-03   -9.3207e-01   5.0562e+02   -2.5271e+02   2.9364e-02   -3.3677e-02   9.8715e-04   4.0717e-02
-6.2080e-06   -9.2479e-01   5.0520e+02   -2.5250e+02   3.0170e-02   -3.4185e-02   1.0754e-03   4.1176e-02
9.7742e-04   -9.1733e-01   5.0481e+02   -2.5232e+02   3.0929e-02   -3.4606e-02   1.1642e-03   4.1523e-02
1.9390e-03   -9.0970e-01   5.0446e+02   -2.5215e+02   3.1642e-02   -3.4942e-02   1.2530e-03   4.1761e-02
2.8743e-03   -9.0190e-01   5.0415e+02   -2.5201e+02   3.2307e-02   -3.5192e-02   1.3409e-03   4.1893e-02
3.7793e-03   -8.9396e-01   5.0388e+02   -2.5189e+02   3.2925e-02   -3.5360e-02   1.4276e-03   4.1922e-02
4.6502e-03   -8.8588e-01   5.0366e+02   -2.5179e+02   3.3494e-02   -3.5446e-02   1.5122e-03   4.1852e-02
5.4835e-03   -8.7767e-01   5.0349e+02   -2.5172e+02   3.4015e-02   -3.5453e-02   1.5942e-03   4.1687e-02
6.2764e-03   -8.6935e-01   5.0338e+02   -2.5167e+02   3.4487e-02   -3.5383e-02   1.6730e-03   4.1431e-02
7.0262e-03   -8.6093e-01   5.0332e+02   -2.5166e+02   3.4911e-02   -3.5241e-02   1.7482e-03   4.1089e-02
7.7305e-03   -8.5242e-01   5.0331e+02   -2.5167e+02   3.5288e-02   -3.5027e-02   1.8192e-03   4.0667e-02
8.3874e-03   -8.4383e-01   5.0337e+02   -2.5171e+02   3.5616e-02   -3.4747e-02   1.8855e-03   4.0170e-02
8.9956e-03   -8.3517e-01   5.0349e+02   -2.5179e+02   3.5898e-02   -3.4403e-02   1.9469e-03   3.9602e-02
9.5539e-03   -8.2646e-01   5.0367e+02   -2.5190e+02   3.6133e-02   -3.4000e-02   2.0030e-03   3.8970e-02
1.0062e-02   -8.1770e-01   5.0392e+02   -2.5204e+02   3.6324e-02   -3.3541e-02   2.0534e-03   3.8279e-02
1.0518e-02   -8.0891e-01   5.0423e+02   -2.5221e+02   3.6470e-02   -3.3031e-02   2.0981e-03   3.7534e-02
1.0924e-02   -8.0010e-01   5.0461e+02   -2.5242e+02   3.6573e-02   -3.2473e-02   2.1368e-03   3.6742e-02
1.1279e-02   -7.9127e-01   5.0506e+02   -2.5266e+02   3.6634e-02   -3.1872e-02   2.1695e-03   3.5908e-02
1.1585e-02   -7.8243e-01   5.0558e+02   -2.5293e+02   3.6654e-02   -3.1232e-02   2.1961e-03   3.5037e-02
1.1842e-02   -7.7361e-01   5.0616e+02   -2.5324e+02   3.6636e-02   -3.0557e-02   2.2166e-03   3.4135e-02
1.2051e-02   -7.6479e-01   5.0681e+02   -2.5358e+02   3.6580e-02   -2.9851e-02   2.2311e-03   3.3206e-02
1.2214e-02   -7.5600e-01   5.0752e+02   -2.5395e+02   3.6488e-02   -2.9119e-02   2.2397e-03   3.2256e-02
1.2332e-02   -7.4723e-01   5.0830e+02   -2.5436e+02   3.6361e-02   -2.8364e-02   2.2425e-03   3.1289e-02
1.2409e-02   -7.3851e-01   5.0914e+02   -2.5480e+02   3.6202e-02   -2.7590e-02   2.2398e-03   3.0311e-02
1.2445e-02   -7.2983e-01   5.1005e+02   -2.5527e+02   3.6013e-02   -2.6802e-02   2.2317e-03   2.9324e-02
1.2442e-02   -7.2120e-01   5.1102e+02   -2.5577e+02   3.5794e-02   -2.6002e-02   2.2185e-03   2.8334e-02
1.2404e-02   -7.1263e-01   5.1205e+02   -2.5630e+02   3.5548e-02   -2.5194e-02   2.2005e-03   2.7343e-02
1.2333e-02   -7.0412e-01   5.1314e+02   -2.5685e+02   3.5276e-02   -2.4381e-02   2.1780e-03   2.6356e-02
1.2231e-02   -6.9568e-01   5.1428e+02   -2.5744e+02   3.4981e-02   -2.3566e-02   2.1512e-03   2.5376e-02
1.2100e-02   -6.8732e-01   5.1548e+02   -2.5805e+02   3.4663e-02   -2.2752e-02   2.1206e-03   2.4405e-02
1.1943e-02   -6.7904e-01   5.1673e+02   -2.5869e+02   3.4325e-02   -2.1942e-02   2.0864e-03   2.3447e-02
1.1762e-02   -6.7084e-01   5.1803e+02   -2.5935e+02   3.3969e-02   -2.1137e-02   2.0490e-03   2.2502e-02
1.1560e-02   -6.6272e-01   5.1938e+02   -2.6004e+02   3.3596e-02   -2.0341e-02   2.0086e-03   2.1575e-02
1.1339e-02   -6.5470e-01   5.2078e+02   -2.6075e+02   3.3208e-02   -1.9556e-02   1.9657e-03   2.0666e-02
1.1101e-02   -6.4677e-01   5.2222e+02   -2.6148e+02   3.2806e-02   -1.8782e-02   1.9206e-03   1.9777e-02
1.0849e-02   -6.3894e-01   5.2370e+02   -2.6223e+02   3.2392e-02   -1.8022e-02   1.8735e-03   1.8910e-02
1.0585e-02   -6.3121e-01   5.2523e+02   -2.6300e+02   3.1967e-02   -1.7277e-02   1.8248e-03   1.8065e-02
1.0310e-02   -6.2357e-01   5.2678e+02   -2.6379e+02   3.1533e-02   -1.6548e-02   1.7748e-03   1.7244e-02
1.0026e-02   -6.1605e-01   5.2838e+02   -2.6459e+02   3.1091e-02   -1.5836e-02   1.7237e-03   1.6447e-02
9.7362e-03   -6.0862e-01   5.3000e+02   -2.6541e+02   3.0643e-02   -1.5143e-02   1.6718e-03   1.5675e-02
9.4409e-03   -6.0130e-01   5.3165e+02   -2.6625e+02   3.0189e-02   -1.4468e-02   1.6193e-03   1.4928e-02
9.1421e-03   -5.9409e-01   5.3334e+02   -2.6709e+02   2.9731e-02   -1.3814e-02   1.5665e-03   1.4207e-02
8.8412e-03   -5.8699e-01   5.3504e+02   -2.6795e+02   2.9269e-02   -1.3179e-02   1.5136e-03   1.3512e-02
8.5395e-03   -5.7999e-01   5.3677e+02   -2.6882e+02   2.8806e-02   -1.2564e-02   1.4608e-03   1.2842e-02
8.2382e-03   -5.7310e-01   5.3852e+02   -2.6970e+02   2.8341e-02   -1.1970e-02   1.4083e-03   1.2198e-02
7.9384e-03   -5.6632e-01   5.4029e+02   -2.7059e+02   2.7875e-02   -1.1397e-02   1.3562e-03   1.1579e-02
7.6410e-03   -5.5965e-01   5.4208e+02   -2.7149e+02   2.7411e-02   -1.0844e-02   1.3047e-03   1.0986e-02
7.3470e-03   -5.5309e-01   5.4387e+02   -2.7239e+02   2.6947e-02   -1.0312e-02   1.2539e-03   1.0417e-02
7.0571e-03   -5.4663e-01   5.4569e+02   -2.7330e+02   2.6485e-02   -9.8004e-03   1.2039e-03   9.8724e-03
6.7720e-03   -5.4029e-01   5.4751e+02   -2.7421e+02   2.6026e-02   -9.3088e-03   1.1549e-03   9.3515e-03
6.4923e-03   -5.3404e-01   5.4934e+02   -2.7513e+02   2.5570e-02   -8.8371e-03   1.1068e-03   8.8538e-03
6.2186e-03   -5.2791e-01   5.5118e+02   -2.7605e+02   2.5118e-02   -8.3849e-03   1.0599e-03   8.3786e-03
5.9512e-03   -5.2188e-01   5.5302e+02   -2.7697e+02   2.4669e-02   -7.9519e-03   1.0142e-03   7.9254e-03
5.6906e-03   -5.1595e-01   5.5487e+02   -2.7790e+02   2.4226e-02   -7.5377e-03   9.6964e-04   7.4935e-03
5.4370e-03   -5.1012e-01   5.5672e+02   -2.7882e+02   2.3787e-02   -7.1417e-03   9.2637e-04   7.0822e-03
5.1907e-03   -5.0440e-01   5.5857e+02   -2.7974e+02   2.3353e-02   -6.7635e-03   8.8438e-04   6.6909e-03
4.9518e-03   -4.9877e-01   5.6041e+02   -2.8067e+02   2.2926e-02   -6.4026e-03   8.4371e-04   6.3187e-03
4.7205e-03   -4.9325e-01   5.6226e+02   -2.8159e+02   2.2504e-02   -6.0584e-03   8.0438e-04   5.9651e-03
4.4969e-03   -4.8782e-01   5.6410e+02   -2.8251e+02   2.2088e-02   -5.7305e-03   7.6639e-04   5.6293e-03
4.2810e-03   -4.8248e-01   5.6594e+02   -2.8343e+02   2.1678e-02   -5.4183e-03   7.2974e-04   5.3106e-03
4.0729e-03   -4.7725e-01   5.6778e+02   -2.8435e+02   2.1275e-02   -5.1212e-03   6.9443e-04   5.0084e-03
3.8724e-03   -4.7210e-01   5.6960e+02   -2.8526e+02   2.0878e-02   -4.8386e-03   6.6045e-04   4.7219e-03
3.6796e-03   -4.6705e-01   5.7142e+02   -2.8616e+02   2.0489e-02   -4.5701e-03   6.2779e-04   4.4504e-03
3.4943e-03   -4.6208e-01   5.7324e+02   -2.8707e+02   2.0105e-02   -4.3151e-03   5.9643e-04   4.1934e-03
3.3164e-03   -4.5721e-01   5.7504e+02   -2.8797e+02   1.9729e-02   -4.0730e-03   5.6635e-04   3.9501e-03
3.1459e-03   -4.5242e-01   5.7683e+02   -2.8886e+02   1.9360e-02   -3.8434e-03   5.3752e-04   3.7199e-03
2.9825e-03   -4.4772e-01   5.7861e+02   -2.8975e+02   1.8998e-02   -3.6256e-03   5.0991e-04   3.5023e-03
2.8261e-03   -4.4310e-01   5.8038e+02   -2.9063e+02   1.8642e-02   -3.4192e-03   4.8351e-04   3.2966e-03
2.6766e-03   -4.3856e-01   5.8214e+02   -2.9150e+02   1.8294e-02   -3.2237e-03   4.5827e-04   3.1022e-03
2.5337e-03   -4.3410e-01   5.8388e+02   -2.9237e+02   1.7953e-02   -3.0385e-03   4.3416e-04   2.9187e-03
2.3973e-03   -4.2972e-01   5.8561e+02   -2.9324e+02   1.7618e-02   -2.8633e-03   4.1116e-04   2.7454e-03
2.2672e-03   -4.2542e-01   5.8733e+02   -2.9409e+02   1.7290e-02   -2.6975e-03   3.8922e-04   2.5819e-03
2.1432e-03   -4.2120e-01   5.8903e+02   -2.9494e+02   1.6969e-02   -2.5407e-03   3.6831e-04   2.4276e-03
2.0250e-03   -4.1705e-01   5.9072e+02   -2.9578e+02   1.6655e-02   -2.3925e-03   3.4840e-04   2.2821e-03
1.9125e-03   -4.1297e-01   5.9240e+02   -2.9661e+02   1.6347e-02   -2.2524e-03   3.2945e-04   2.1449e-03
1.8055e-03   -4.0896e-01   5.9406e+02   -2.9744e+02   1.6046e-02   -2.1201e-03   3.1143e-04   2.0155e-03
1.7037e-03   -4.0503e-01   5.9570e+02   -2.9826e+02   1.5752e-02   -1.9951e-03   2.9429e-04   1.8937e-03
1.6071e-03   -4.0116e-01   5.9733e+02   -2.9907e+02   1.5463e-02   -1.8771e-03   2.7801e-04   1.7789e-03
1.5152e-03   -3.9736e-01   5.9894e+02   -2.9987e+02   1.5181e-02   -1.7658e-03   2.6255e-04   1.6708e-03
1.4281e-03   -3.9362e-01   6.0053e+02   -3.0066e+02   1.4906e-02   -1.6608e-03   2.4787e-04   1.5691e-03
1.3454e-03   -3.8995e-01   6.0211e+02   -3.0145e+02   1.4636e-02   -1.5617e-03   2.3395e-04   1.4733e-03
1.2670e-03   -3.8634e-01   6.0368e+02   -3.0222e+02   1.4372e-02   -1.4683e-03   2.2075e-04   1.3831e-03
1.1927e-03   -3.8280e-01   6.0522e+02   -3.0299e+02   1.4115e-02   -1.3802e-03   2.0824e-04   1.2983e-03
1.1223e-03   -3.7931e-01   6.0675e+02   -3.0375e+02   1.3863e-02   -1.2972e-03   1.9639e-04   1.2185e-03
1.0557e-03   -3.7588e-01   6.0827e+02   -3.0451e+02   1.3616e-02   -1.2190e-03   1.8516e-04   1.1435e-03
9.9261e-04   -3.7251e-01   6.0976e+02   -3.0525e+02   1.3375e-02   -1.1454e-03   1.7454e-04   1.0729e-03
9.3295e-04   -3.6920e-01   6.1124e+02   -3.0599e+02   1.3140e-02   -1.0760e-03   1.6448e-04   1.0066e-03
8.7654e-04   -3.6594e-01   6.1271e+02   -3.0671e+02   1.2910e-02   -1.0107e-03   1.5497e-04   9.4427e-04
8.2322e-04   -3.6273e-01   6.1415e+02   -3.0743e+02   1.2685e-02   -9.4920e-04   1.4598e-04   8.8569e-04
7.7284e-04   -3.5958e-01   6.1558e+02   -3.0815e+02   1.2465e-02   -8.9134e-04   1.3748e-04   8.3065e-04
7.2527e-04   -3.5648e-01   6.1700e+02   -3.0885e+02   1.2250e-02   -8.3690e-04   1.2945e-04   7.7894e-04
6.8035e-04   -3.5343e-01   6.1839e+02   -3.0954e+02   1.2040e-02   -7.8568e-04   1.2186e-04   7.3038e-04
6.3796e-04   -3.5043e-01   6.1978e+02   -3.1023e+02   1.1835e-02   -7.3750e-04   1.1470e-04   6.8477e-04
5.9797e-04   -3.4748e-01   6.2114e+02   -3.1091e+02   1.1634e-02   -6.9219e-04   1.0793e-04   6.4194e-04
5.6026e-04   -3.4457e-01   6.2249e+02   -3.1158e+02   1.1438e-02   -6.4959e-04   1.0155e-04   6.0174e-04
5.2470e-04   -3.4171e-01   6.2382e+02   -3.1224e+02   1.1246e-02   -6.0954e-04   9.5528e-05   5.6400e-04
4.9120e-04   -3.3890e-01   6.2514e+02   -3.1289e+02   1.1059e-02   -5.7190e-04   8.9847e-05   5.2857e-04
4.5963e-04   -3.3613e-01   6.2644e+02   -3.1354e+02   1.0876e-02   -5.3652e-04   8.4489e-05   4.9533e-04
4.2991e-04   -3.3340e-01   6.2772e+02   -3.1418e+02   1.0697e-02   -5.0327e-04   7.9438e-05   4.6414e-04
4.0192e-04   -3.3072e-01   6.2899e+02   -3.1481e+02   1.0522e-02   -4.7204e-04   7.4677e-05   4.3487e-04
3.7558e-04   -3.2808e-01   6.3025e+02   -3.1543e+02   1.0350e-02   -4.4270e-04   7.0191e-05   4.0742e-04
3.5080e-04   -3.2548e-01   6.3149e+02   -3.1605e+02   1.0183e-02   -4.1515e-04   6.5964e-05   3.8167e-04
3.2749e-04   -3.2292e-01   6.3271e+02   -3.1666e+02   1.0019e-02   -3.8927e-04   6.1983e-05   3.5752e-04
3.0557e-04   -3.2040e-01   6.3392e+02   -3.1726e+02   9.8593e-03   -3.6497e-04   5.8233e-05   3.3487e-04
2.8496e-04   -3.1791e-01   6.3511e+02   -3.1785e+02   9.7028e-03   -3.4216e-04   5.4703e-05   3.1363e-04
2.6560e-04   -3.1546e-01   6.3629e+02   -3.1844e+02   9.5497e-03   -3.2074e-04   5.1380e-05   2.9371e-04
2.4742e-04   -3.1305e-01   6.3746e+02   -3.1902e+02   9.4000e-03   -3.0064e-04   4.8253e-05   2.7505e-04
2.3034e-04   -3.1068e-01   6.3861e+02   -3.1959e+02   9.2536e-03   -2.8178e-04   4.5310e-05   2.5755e-04
2.1430e-04   -3.0834e-01   6.3974e+02   -3.2015e+02   9.1104e-03   -2.6407e-04   4.2541e-05   2.4114e-04
1.9925e-04   -3.0603e-01   6.4087e+02   -3.2071e+02   8.9703e-03   -2.4746e-04   3.9937e-05   2.2577e-04
1.8513e-04   -3.0376e-01   6.4197e+02   -3.2126e+02   8.8332e-03   -2.3188e-04   3.7487e-05   2.1136e-04
1.7188e-04   -3.0152e-01   6.4307e+02   -3.2181e+02   8.6990e-03   -2.1726e-04   3.5184e-05   1.9786e-04
1.5947e-04   -2.9932e-01   6.4415e+02   -3.2234e+02   8.5677e-03   -2.0354e-04   3.3018e-05   1.8521e-04
1.4782e-04   -2.9714e-01   6.4522e+02   -3.2287e+02   8.4393e-03   -1.9068e-04   3.0983e-05   1.7336e-04
1.3691e-04   -2.9500e-01   6.4628e+02   -3.2340e+02   8.3135e-03   -1.7862e-04   2.9070e-05   1.6226e-04
1.2669e-04   -2.9288e-01   6.4732e+02   -3.2392e+02   8.1905e-03   -1.6731e-04   2.7272e-05   1.5186e-04
1.1712e-04   -2.9080e-01   6.4835e+02   -3.2443e+02   8.0700e-03   -1.5670e-04   2.5582e-05   1.4212e-04
1.0816e-04   -2.8874e-01   6.4937e+02   -3.2494e+02   7.9520e-03   -1.4676e-04   2.3995e-05   1.3299e-04
9.9778e-05   -2.8672e-01   6.5037e+02   -3.2543e+02   7.8365e-03   -1.3743e-04   2.2504e-05   1.2445e-04
9.1933e-05   -2.8472e-01   6.5137e+02   -3.2593e+02   7.7234e-03   -1.2870e-04   2.1104e-05   1.1644e-04
8.4597e-05   -2.8275e-01   6.5235e+02   -3.2642e+02   7.6127e-03   -1.2051e-04   1.9789e-05   1.0895e-04
7.7738e-05   -2.8080e-01   6.5332e+02   -3.2690e+02   7.5042e-03   -1.1283e-04   1.8554e-05   1.0193e-04
7.1328e-05   -2.7888e-01   6.5428e+02   -3.2737e+02   7.3980e-03   -1.0564e-04   1.7395e-05   9.5361e-05
6.5340e-05   -2.7699e-01   6.5522e+02   -3.2785e+02   7.2939e-03   -9.8895e-05   1.6307e-05   8.9210e-05
5.9748e-05   -2.7512e-01   6.5616e+02   -3.2831e+02   7.1920e-03   -9.2578e-05   1.5285e-05   8.3452e-05
5.4529e-05   -2.7328e-01   6.5708e+02   -3.2877e+02   7.0921e-03   -8.6660e-05   1.4327e-05   7.8062e-05
4.9658e-05   -2.7146e-01   6.5800e+02   -3.2922e+02   6.9942e-03   -8.1116e-05   1.3427e-05   7.3016e-05
4.5116e-05   -2.6967e-01   6.5890e+02   -3.2967e+02   6.8982e-03   -7.5922e-05   1.2583e-05   6.8293e-05
4.0881e-05   -2.6790e-01   6.5979e+02   -3.3012e+02   6.8042e-03   -7.1057e-05   1.1791e-05   6.3873e-05
3.6935e-05   -2.6615e-01   6.6067e+02   -3.3055e+02   6.7121e-03   -6.6500e-05   1.1048e-05   5.9736e-05
3.3259e-05   -2.6442e-01   6.6154e+02   -3.3099e+02   6.6217e-03   -6.2231e-05   1.0351e-05   5.5865e-05
2.9838e-05   -2.6272e-01   6.6240e+02   -3.3141e+02   6.5331e-03   -5.8234e-05   9.6969e-06   5.2242e-05
2.6654e-05   -2.6104e-01   6.6325e+02   -3.3184e+02   6.4463e-03   -5.4491e-05   9.0838e-06   4.8853e-05
2.3693e-05   -2.5938e-01   6.6410e+02   -3.3226e+02   6.3611e-03   -5.0985e-05   8.5088e-06   4.5681e-05
2.0941e-05   -2.5774e-01   6.6493e+02   -3.3267e+02   6.2776e-03   -4.7703e-05   7.9697e-06   4.2713e-05
1.8385e-05   -2.5612e-01   6.6575e+02   -3.3308e+02   6.1957e-03   -4.4630e-05   7.4643e-06   3.9937e-05
1.6012e-05   -2.5452e-01   6.6656e+02   -3.3348e+02   6.1153e-03   -4.1753e-05   6.9904e-06   3.7339e-05
1.3811e-05   -2.5294e-01   6.6737e+02   -3.3388e+02   6.0365e-03   -3.9060e-05   6.5461e-06   3.4909e-05
1.1770e-05   -2.5138e-01   6.6816e+02   -3.3428e+02   5.9592e-03   -3.6538e-05   6.1297e-06   3.2636e-05
9.8792e-06   -2.4984e-01   6.6895e+02   -3.3467e+02   5.8833e-03   -3.4178e-05   5.7395e-06   3.0510e-05
8.1292e-06   -2.4832e-01   6.6972e+02   -3.3505e+02   5.8088e-03   -3.1969e-05   5.3737e-06   2.8521e-05
6.5106e-06   -2.4681e-01   6.7049e+02   -3.3544e+02   5.7357e-03   -2.9901e-05   5.0309e-06   2.6661e-05
5.0149e-06   -2.4533e-01   6.7125e+02   -3.3581e+02   5.6640e-03   -2.7966e-05   4.7098e-06   2.4921e-05
3.6339e-06   -2.4386e-01   6.7200e+02   -3.3619e+02   5.5936e-03   -2.6155e-05   4.4088e-06   2.3294e-05
2.3603e-06   -2.4241e-01   6.7274e+02   -3.3656e+02   5.5245e-03   -2.4460e-05   4.1269e-06   2.1773e-05
1.1869e-06   -2.4098e-01   6.7348e+02   -3.3692e+02   5.4566e-03   -2.2874e-05   3.8627e-06   2.0350e-05
1.0705e-07   -2.3956e-01   6.7420e+02   -3.3728e+02   5.3900e-03   -2.1390e-05   3.6153e-06   1.9019e-05
-8.8546e-07   -2.3816e-01   6.7492e+02   -3.3764e+02   5.3246e-03   -2.0001e-05   3.3835e-06   1.7775e-05
-1.7965e-06   -2.3678e-01   6.7563e+02   -3.3799e+02   5.2603e-03   -1.8702e-05   3.1664e-06   1.6612e-05
-2.6315e-06   -2.3541e-01   6.7634e+02   -3.3834e+02   5.1972e-03   -1.7487e-05   2.9631e-06   1.5524e-05
-3.3956e-06   -2.3406e-01   6.7703e+02   -3.3869e+02   5.1352e-03   -1.6350e-05   2.7727e-06   1.4507e-05
-4.0936e-06   -2.3272e-01   6.7772e+02   -3.3903e+02   5.0743e-03   -1.5286e-05   2.5944e-06   1.3556e-05
-4.7301e-06   -2.3140e-01   6.7840e+02   -3.3937e+02   5.0144e-03   -1.4291e-05   2.4275e-06   1.2668e-05
-5.3093e-06   -2.3009e-01   6.7907e+02   -3.3970e+02   4.9557e-03   -1.3360e-05   2.2711e-06   1.1837e-05
-5.8351e-06   -2.2880e-01   6.7974e+02   -3.4004e+02   4.8979e-03   -1.2489e-05   2.1248e-06   1.1060e-05
-6.3112e-06   -2.2752e-01   6.8040e+02   -3.4036e+02   4.8411e-03   -1.1675e-05   1.9877e-06   1.0334e-05
-6.7411e-06   -2.2626e-01   6.8105e+02   -3.4069e+02   4.7853e-03   -1.0914e-05   1.8595e-06   9.6550e-06
